Country or Area,Year,Exports of goods and services,Final consumption expenditure,General government final consumption expenditure,Gross capital formation,Gross Domestic Product (GDP),Gross fixed capital formation (including Acquisitions less disposals of valuables),Household consumption expenditure (including Non-profit institutions serving households),Imports of goods and services
Madagascar,2007,2369521281,7211180527,1622153398,2260553115,8524620891,2244649138,5589027129,3316634032
Madagascar,2008,2971635294,8601223117,1509775182,4155572181,10725137722,4053123143,7091447935,5003293324
Madagascar,2009,1959518984,8120314661,1202940245,3579584823,9616879408,3573472351,6917374416,4042538710
Madagascar,2010,2183656264,8694815859,1309339863,2698066299,9982711338,2584114087,7385475996,3593827392
Madagascar,2011,2624531678,10130098019,1630783508,2697484659,11551819618,2851685057,8499314511,3900293294
Madagascar,2012,2521980907,10296191181,1737737029,2335354077,11578975064,2705511834,8558454152,3574547937
Madagascar,2013,2891230459,11592464025,1943872684,2051490935,12423555457,2454249820,9648591342,4111627325
Madagascar,2014,3541731789,11134779311,1978627578,2065122040,12522957401,2288965025,9156151733,4218673809
Madagascar,2015,3214678738,10014897569,1714341590,1810764780,11323020700,2146785000,8300555979,3717317430
Madagascar,2016,3447066214,10223407869,1749008407,1939143361,11848613860,2248541716,8474399462,3761002302
Madagascar,2017,4071827553,11559811835,2124359985,2082697788,13176313594,2390107389,9435451850,4538023942
Madagascar,2018,3972639941,11845500649,1985076999,2716783529,13850654102,2604652261,9860423650,4684270016
Malawi,1970,74479757.81,470666722.8,61345327.75,204891042.4,579154347.8,136180135.7,409321395,126568801.5
Malawi,1971,91368723.04,620921920.7,69928869.17,194863556,728514493,121603033.2,550993050.4,143059737.6
Malawi,1972,102231689.2,693216709.6,72488185.04,271775544.4,832498418.1,167762463,620728524.6,173081106.8
Malawi,1973,132747488.6,658698637.2,74117758.08,244043373.9,802818733.2,168444581.9,584580879.1,187577528.2
Malawi,1974,166168512.2,772569371.3,97382418.42,367744656.3,991310464.8,192754420.6,675186951.7,240107800.6
Malawi,1975,193102153.6,857723773,107821848.9,507205231.7,1107997918,283384766,749901924.1,316134961.6
Malawi,1976,220591045.8,927225190.7,117855757.5,431789404,1211195441,275240741.4,809369433.2,292708844
Malawi,1977,261487363.9,1085793123,136156999,488233110.3,1456858030,332414016,949636123.6,313644225.4
Malawi,1978,237931466.7,1254085575,198315873.5,894931247.4,1714737269,543942034.9,1055769702,438294663.6
Malawi,1979,265343501,1503546795,250629514,785020032.6,1840148967,527272017.9,1252917280,485439555.2
Malawi,1980,332401200.3,1888910371,297705482.5,673945362.8,2236356796,510250581.9,1591204890,539479597.7
Malawi,1981,343409801.3,1873613161,275748568.1,459786407.8,2236401776,348108756.2,1597864593,437285936.9
Malawi,1982,286983805.3,1796072706,251849702.1,422304066.8,2113676343,319730512.6,1544223004,382297546
Malawi,1983,274415406.2,1924328557,249527526.9,412011192.9,2203656462,311937677.1,1674801030,389185801.4
Malawi,1984,370507007.4,1698478204,233513081.5,386539238.7,2157877491,292652613,1464965122,358522500.8
Malawi,1985,295876561.2,1726224874,250517604.7,370313355.6,2027757275,280367839.4,1475707269,376556320.4
Malawi,1986,293171029.5,1755420749,291167200.9,348126614.1,2124237127,263570042.2,1464253549,332984851.8
Malawi,1987,325531555.2,1827423357,275311202.2,391957412.4,2218459893,296754765.2,1552112154,369450767.6
Malawi,1988,347917234.2,2196868875,277917354.6,501883603.5,2472883263,379980952.4,1918951519,519506184.4
Malawi,1989,320065665.2,2741352785,321888843.3,621939171.2,2970408323,470876189,2419463942,592805700.6
Malawi,1990,479784854,2763729341,353237811.2,737159488.7,3166319965,558110610.9,2410491530,712267875.4
Malawi,1991,559174968.5,3217818002,379174470.9,901359463.1,3658041858,682428006.9,2838643531,858733176.2
Malawi,1992,470135202.3,3033863930,429393574.2,733247441.1,3285104233,555148761.5,2604470355,818035089.5
Malawi,1993,364726930.9,3403036730,403103302.4,601768217.1,3612298980,455604563.8,2999933428,671681355.3
Malawi,1994,405664653.5,1854106447,417511760.8,349036368.4,2134243006,264258825.7,1436594686,540335991.3
Malawi,1995,476244704.1,2128000372,373753044,398161590.3,2473657154,301452008.4,1754247328,586894802.4
Malawi,1996,275920895.1,2778640525,359790523,452445680.8,2974844194,342551020.7,2418850002,500344930.9
Malawi,1997,408574441.3,2952207075,379726029.8,483148745.8,3140905232,300775930.4,2572481045,664222323
Malawi,1998,617374202,2778542800,320502938.4,569626109.9,3214447154,360795907.6,2458039862,749213958.1
Malawi,1999,538004436.7,3038445707,297736478.7,645792629.7,3208978291,415844047.4,2740709229,863492459.1
Malawi,2000,472866978.3,2826130116,316908098,620181440,3150376893,399018446.6,2509222018,691225797.3
Malawi,2001,508822411.2,2724877645,338345597.7,628952102.7,3101595762,404950829.5,2386532047,704541547.8
Malawi,2002,500843985.7,3329914996,355393183.3,554960655.6,3495601873,341742202.6,2974521813,909492908.4
Malawi,2003,616971237.9,3035115026,328233294.9,540744818.9,3209166776,324728547.1,2706881731,983664306.3
Malawi,2004,614759704.1,3406369950,425614880.5,588501986.7,3476332983,403217673.9,2980755069,1133294984
Malawi,2005,616453149.9,3767931546,464369668.3,708435241.9,3655889846,521110057.1,3303561877,1436930092
Malawi,2006,671333101.4,3984404162,437319520,809881476.2,3998016416,662499092.4,3547084642,1467602324
Malawi,2007,886697670.4,4538234595,541455195.6,527658843.5,4432937470,682617549.3,3996779400,1519653640
Malawi,2008,1002910618,5389826287,656618504.8,1304395733,5321011778,1127223636,4733207782,2376120859
Malawi,2009,1327245565,6525842917,765000623.6,826982556.2,6191126455,1009713721,5760842294,2488944583
Malawi,2010,1217974911,7421532451,633151819.7,1128761876,6959657612,1061450925,6788380631,2631047671
Malawi,2011,1594771455,7473076946,741491662.1,1808930869,8006869627,1012609617,6731585284,2869909643
Malawi,2012,1363763324,5590175585,554666921.8,1353156304,5721434507,757474545,5035508663,2585660706
Malawi,2013,1379261888,5568011949,552467807.4,1347791381,5290354704,754471349.5,5015544142,3004710513
Malawi,2014,1626476462,5953658645,590732341.7,1441140910,5964923300,806726873.7,5362926303,3056352716
Malawi,2015,1533407534,5989438692,594282500.1,1449801818,6431416116,811575106.9,5395156192,2541231928
Malawi,2016,1205337195,5205481491,516496906.3,1260037362,5309944189,705348099.4,4688984585,2360911859
Malawi,2017,1281311948,6064006068,601681204.5,1467851575,6347717479,821679063.1,5462324863,2465452113
Malawi,2018,1340845613,6869121297,681566134.6,1662737538,7196170816,930773005.2,6187555162,2676533631
Malaysia,1970,1760409247,3023957766,706254368.7,676527658.5,3864145665,676527658.5,2317703398,1596749007
Malaysia,1971,1717415706,3302798117,710948508.5,880658797.6,4244395358,884917936.1,2591849608,1656477262
Malaysia,1972,1816243493,4025811344,971074923.8,1085631973,5043347486,1138831841,3054736420,1884339324
Malaysia,1973,3178858810,5419653453,1200820362,1811462482,7662903760,1726742027,4218833091,2747070984
Malaysia,1974,4587741651,6768404145,1460699053,2705367530,9496205620,2408740930,5307705092,4565307707
Malaysia,1975,4249340305,7105906272,1639246103,2181066234,9329165130,2340228509,5466660169,4207147681
Malaysia,1976,5726370461,7481974762,1692257754,2413857550,11050234602,2441792983,5789717008,4571968171
Malaysia,1977,6588432866,9019684856,2189101892,3133324757,13139486858,3032970606,6830582964,5601955621
Malaysia,1978,8024467036,11085292799,2629486373,4362615815,16358082223,4050445266,8455806426,7114293427
Malaysia,1979,11882427759,13197061841,2958726340,6133588210,21213268200,5597590373,10238335501,9999809609
Malaysia,1980,14091706038,16425776920,4047529727,7449641310,24488220938,7624202801,12378247193,13478903331
Malaysia,1981,13086963603,17802419580,4524494115,8748223298,25004285801,9009493846,13277925465,14633320680
Malaysia,1982,13636256593,19138117453,4910953553,10001748461,26804497471,9739265723,14227163900,15971625036
Malaysia,1983,15637264411,20451480890,4745288101,11401615513,30347442122,10861820144,15706192790,17142918692
Malaysia,1984,18420478106,21903945787,5009724895,11391246531,33942902257,10833994107,16894220892,17772768167
Malaysia,1985,17131005319,20993203900,4769956203,8605171748,31199637541,9312771634,16223247697,15529743426
Malaysia,1986,15613368499,18836761112,4697762555,7206825643,27734114981,7307931937,14138998557,13922840273
Malaysia,1987,20240206432,20289816726,4786401223,7428050190,32181205901,7105781716,15503415503,15776867447
Malaysia,1988,23426145729,22373748624,5020652084,9298211001,35272104731,8678075697,17353096540,19826000624
Malaysia,1989,27728457120,24887759528,5462851588,11604221977,38847970073,11295972141,19424907940,25372468552
Malaysia,1990,32783400342,28878598826,6072739036,14246499376,44024585240,14547067794,22805859790,31883543602
Malaysia,1991,38239436620,32364669947,6728564156,18568277133,49134808853,17863566944,25636105791,40037938474
Malaysia,1992,44945728623,37431743685,7695740073,20917542838,59151678520,21665761599,29736003612,44143336626
Malaysia,1993,52793700310,40749855775,8449571597,26211930795,66894966969,26004090758,32300284178,52860519911
Malaysia,1994,66401660407,44988358608,9135158273,30688309197,74482424864,29975726460,35853200335,67595903348
Malaysia,1995,83581956453,53561642240,10991436752,38766506338,88832706382,38718590749,42570205488,87077398649
Malaysia,1996,92354256904,57621348660,11199779009,41831639634,1.01E+11,42856702806,46421569650,90957166151
Malaysia,1997,93447241123,56208043651,10785258736,43045769485,1.00E+11,43187245803,45422784915,92531910671
Malaysia,1998,83538397834,37047427934,7050804268,19252747253,72175314541,19361554388,29996623666,67663258481
Malaysia,1999,96016052632,41605263158,8695789474,17715000000,79148421053,17326578947,32909473684,76187894737
Malaysia,2000,1.12E+11,50571052632,9533947368,25198947368,93789736842,23721315789,41037105263,94349736842
Malaysia,2001,1.02E+11,53964736842,11170526316,22637631579,92783947368,23310526316,42794210526,86253947368
Malaysia,2002,1.09E+11,58458157895,13067368421,24986842105,1.01E+11,23682894737,45390789474,91820789474
Malaysia,2003,1.18E+11,63415789474,14291052632,25085789474,1.10E+11,24701052632,49124736842,96153421053
Malaysia,2004,1.44E+11,70580526316,15693421053,28754210526,1.25E+11,26141052632,54887105263,1.19E+11
Malaysia,2005,1.62E+11,79891385430,16468574170,32146568057,1.44E+11,32013220347,63422811260,1.31E+11
Malaysia,2006,1.83E+11,90298533512,18168970788,36936876694,1.63E+11,35719105563,72129562724,1.47E+11
Malaysia,2007,2.05E+11,1.10E+11,22387620857,45309049122,1.94E+11,43363197487,87392563347,1.67E+11
Malaysia,2008,2.30E+11,1.30E+11,26554384212,49528253810,2.31E+11,47478690982,1.03E+11,1.78E+11
Malaysia,2009,1.85E+11,1.25E+11,26391523105,36074023265,2.02E+11,44448821286,98784994316,1.44E+11
Malaysia,2010,2.22E+11,1.55E+11,32084200997,59639806403,2.55E+11,57214227644,1.23E+11,1.81E+11
Malaysia,2011,2.54E+11,1.82E+11,39540157178,69089801308,2.98E+11,66095033013,1.43E+11,2.08E+11
Malaysia,2012,2.49E+11,2.00E+11,43525628814,80965076999,3.14E+11,79753603627,1.56E+11,2.16E+11
Malaysia,2013,2.44E+11,2.12E+11,44338640039,83848514103,3.23E+11,85594042389,1.67E+11,2.17E+11
Malaysia,2014,2.49E+11,2.22E+11,45059981614,84440831998,3.38E+11,87810973359,1.77E+11,2.18E+11
Malaysia,2015,2.09E+11,2.02E+11,39436945238,76617073319,3.01E+11,77947248623,1.63E+11,1.87E+11
Malaysia,2016,2.01E+11,2.03E+11,37852367213,78312790321,3.01E+11,76873646805,1.65E+11,1.81E+11
Malaysia,2017,2.23E+11,2.16E+11,38847412336,81523501887,3.19E+11,79975753600,1.77E+11,2.01E+11
Malaysia,2018,2.47E+11,2.49E+11,42863053762,84674096843,3.59E+11,86811822197,2.06E+11,2.21E+11
Maldives,1970,30209623.16,26443029.48,5074759.58,6697367.159,42386044.64,6779707.791,21368269.9,23550685.06
Maldives,1971,33676746.74,29508792.92,5644724.342,7453690.178,47250620.26,7541909.705,23864068.58,26253579.01
Maldives,1972,39306796.12,34446735.32,6569817.602,8631251.888,55149914.76,8738633.602,27876917.72,30642586.06
Maldives,1973,48289701.86,42348220.55,8075419.673,10622297.99,67753492.36,10755615.96,34272800.88,37645290.89
Maldives,1974,61144538.18,53628221.9,10279537.15,13597258.27,85789840.48,13781223.41,43348684.74,47666629.53
Maldives,1975,38325070.17,33341414.21,6508369.945,8631418.314,53772586.84,8727508.516,26833044.09,29877555.7
Maldives,1976,34990813.46,30820897.03,5800253.009,7680498.287,49094228.42,7753606.759,25020644.02,27278041.92
Maldives,1977,32606544.96,28594376.02,5372831.779,6875684.148,45748941.97,6983067.842,23221544.13,25419058.49
Maldives,1978,38094152.7,33522543.28,6386922.816,8452624.837,53448471.64,8563302.69,27135620.46,29696568.64
Maldives,1979,60222410.3,52852945,10392516.65,14117495.17,84497035.81,14373331.41,42460428.35,46948110.53
Maldives,1980,66370457.23,55380608.35,11835694.7,15889159.34,93121868.09,15889159.34,43544913.52,51744426.1
Maldives,1981,70179331.8,65628240.54,10210370.46,13398865.17,98464067.56,13398865.17,55417869.94,54708349.54
Maldives,1982,89181733.67,76479668.99,14254911.86,14956427.86,125127146.1,15786984.02,62224757.13,69519751.23
Maldives,1983,93143637.46,83381343.13,16959648.51,25799462.56,130687388.2,25889407.24,66421694.62,72605165.26
Maldives,1984,107326476.6,92924864.83,21154929.93,31886976.17,150598986.1,33063580.43,71769934.9,83681030.64
Maldives,1985,118330724.2,102472300.9,23322566.7,35150719.04,166012979.9,36451212.09,79149734.18,92284793.83
Maldives,1986,132010645.5,114231986,25963766.14,39180837.26,185197817.2,40630718.2,88268219.86,102856417.1
Maldives,1987,131366930.7,113704063.4,25827283.86,39034846.15,184330462.1,40476921.18,87876779.57,102390088.4
Maldives,1988,156763421.1,135683946.5,30865241.38,46553535.15,219962930.9,48268651.1,104818705.1,122171290.8
Maldives,1989,176219196.4,152727419.5,34939173.56,52433559.78,247367071.7,54358330.68,117788245.9,137563226.2
Maldives,1990,200234621.5,173566930.7,39453778.71,59432933.26,280692367.1,61661054.97,134113151.9,156362710.5
Maldives,1991,227437620.3,196058980.4,44258049.32,67214512.52,319007692.4,69704215.62,151800931.1,176371528.6
Maldives,1992,264737293.9,229435740.3,51948811.8,79119601.32,371832352,82018321.15,177486928.6,206697023.2
Maldives,1993,299939535.4,259589106.7,59484795.26,88806964.14,420830313.3,92033554.62,200104311.4,233625860.4
Maldives,1994,330331835.6,288210839.5,67781202.77,99250690.89,464686228.9,102828640.7,220429636.8,260024465.6
Maldives,1995,406784636.7,352865881.1,77663930.25,119265941.2,566346255.8,124205918.4,275201950.9,318182529.1
Maldives,1996,454499774.3,380886067.5,82871111.89,131383263.4,639310370.9,135946274.9,298014955.6,340080452.3
Maldives,1997,510123808.3,453983017.2,104301425.6,161023223.8,721416105.9,166615647.1,349681591.6,411891597.7
Maldives,1998,549303695.1,472178170,114656616.3,155057897.7,766653857.3,160443142.1,357521553.7,422801064.1
Maldives,1999,586800838,532894078.2,140879904,189348377.6,836422023.5,195924548.8,392014174.2,486502517.7
Maldives,2000,614659597.8,554489062.2,166186017.7,156989527.1,886230584.8,162441857.9,388303044.5,461901363.9
Maldives,2001,597113718.6,544832695,168367990.4,167587490.6,887119092.1,173407894.4,376464704.5,451726004.2
Maldives,2002,629870582.3,549391168.6,176012794.6,181171901.5,913325488.9,187464099.2,373378374,455911239.8
Maldives,2003,760546875,561484375,183359375,260937500,1052121056,270000000,378125000,539531250
Maldives,2004,978672550.2,675114120.2,209697176.4,300588454.6,1226829565,308898594,465416943.8,716360578.3
Maldives,2005,772771014.9,753975754.5,253672791.2,389033751.3,1163362434,397051906.5,500302963.3,857998512
Maldives,2006,1191695988,864241232.1,290849495.2,462304565.9,1575200391,468602451.8,573391737,1089392221
Maldives,2007,1372851916,1075147094,389296952.1,548196435.2,1868383460,551860042.1,685850142.3,1636829563
Maldives,2008,1760054455,1353748747,502586679.8,827215297.8,2271646188,827042197.8,851162066.7,2098818704
Maldives,2009,1590609265,1427069072,587153134.7,651310388.9,2345294879,646715822,839915937.3,1466969731
Maldives,2010,1746839400,1470342162,542125058.2,751690548.4,2588176058,741277706.4,928217103.8,1701883786
